schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,document_analysis_feedback,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (document_analysis_feedback.organization_id)::text))))",null
public,document_analysis_feedback,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,document_analysis_feedback,service_role_full_access_feedback,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,document_analysis_prompts,Admins can manage analysis prompts,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.role = ANY (ARRAY['admin'::text, 'system_admin'::text])))))",null
public,document_analysis_prompts,Users can view analysis prompts,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,document_analysis_prompts,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,document_analysis_prompts,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,document_analysis_prompts,dev_mode_full_access_prompts,PERMISSIVE,public,ALL,is_dev_mode(),null
public,document_analysis_prompts,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (document_analysis_prompts.organization_id)::text))))"
public,document_analysis_prompts,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (document_analysis_prompts.organization_id)::text))))",null
public,document_analysis_prompts,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (document_analysis_prompts.organization_id)::text))))",null
public,document_analysis_prompts,prompts_dev_access,PERMISSIVE,public,ALL,(((auth.uid() IS NULL) AND (auth.role() IS NULL)) OR (auth.role() = 'authenticated'::text)),null
public,document_analysis_prompts,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,document_analysis_prompts,service_role_full_access_prompts,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,document_categories,admin_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
